order_id,timestamp,store_id,sku_id,demand_qty,fulfilled_qty,lost_qty,stockout_flag,unit_price,revenue,lost_revenue
ORD0000135,2026-08-01 12:00:00,LKO01,SKU007,8,8,0,0,20,160,0
ORD0000136,2026-08-01 12:00:00,LKO01,SKU008,9,9,0,0,14,126,0
ORD0000137,2026-08-01 12:00:00,LKO01,SKU009,10,10,0,0,30,300,0
ORD0000138,2026-08-01 12:00:00,LKO01,SKU010,7,7,0,0,40,280,0
ORD0000139,2026-08-01 12:00:00,LKO01,SKU011,4,4,0,0,110,440,0
ORD0000140,2026-08-01 12:00:00,LKO01,SKU012,9,9,0,0,20,180,0
ORD0000141,2026-08-01 12:00:00,LKO01,SKU013,4,4,0,0,130,520,0
ORD0000142,2026-08-01 12:00:00,LKO01,SKU014,1,1,0,0,55,55,0
ORD0000143,2026-08-01 12:00:00,LKO01,SKU015,2,2,0,0,65,130,0
ORD0000144,2026-08-01 12:00:00,LKO01,SKU016,2,2,0,0,1499,2998,0
ORD0000145,2026-08-01 12:00:00,LKO01,SKU017,2,2,0,0,299,598,0
ORD0000146,2026-08-01 13:00:00,LKO01,SKU001,7,0,7,1,27,0,189
ORD0000147,2026-08-01 13:00:00,LKO01,SKU002,4,4,0,0,58,232,0
ORD0000148,2026-08-01 13:00:00,LKO01,SKU003,5,5,0,0,48,240,0
ORD0000149,2026-08-01 13:00:00,LKO01,SKU004,11,11,0,0,22,242,0
ORD0000150,2026-08-01 13:00:00,LKO01,SKU005,8,8,0,0,35,280,0
ORD0000151,2026-08-01 13:00:00,LKO01,SKU006,9,9,0,0,45,405,0
ORD0000152,2026-08-01 13:00:00,LKO01,SKU007,5,5,0,0,20,100,0
ORD0000153,2026-08-01 13:00:00,LKO01,SKU008,11,11,0,0,14,154,0
ORD0000154,2026-08-01 13:00:00,LKO01,SKU009,5,5,0,0,30,150,0
ORD0000155,2026-08-01 13:00:00,LKO01,SKU010,10,10,0,0,40,400,0
ORD0000156,2026-08-01 13:00:00,LKO01,SKU011,1,1,0,0,110,110,0
ORD0000157,2026-08-01 13:00:00,LKO01,SKU012,11,11,0,0,20,220,0
ORD0000158,2026-08-01 13:00:00,LKO01,SKU013,2,2,0,0,130,260,0
ORD0000159,2026-08-01 13:00:00,LKO01,SKU014,3,3,0,0,55,165,0
ORD0000160,2026-08-01 13:00:00,LKO01,SKU015,7,7,0,0,65,455,0
ORD0000161,2026-08-01 13:00:00,LKO01,SKU017,1,1,0,0,299,299,0
ORD0000162,2026-08-01 13:00:00,LKO01,SKU018,1,1,0,0,40,40,0
ORD0000163,2026-08-01 14:00:00,LKO01,SKU001,10,0,10,1,27,0,270
ORD0000164,2026-08-01 14:00:00,LKO01,SKU002,5,5,0,0,58,290,0
ORD0000165,2026-08-01 14:00:00,LKO01,SKU003,6,6,0,0,48,288,0
ORD0000166,2026-08-01 14:00:00,LKO01,SKU004,10,10,0,0,22,220,0
ORD0000167,2026-08-01 14:00:00,LKO01,SKU005,9,9,0,0,35,315,0
ORD0000168,2026-08-01 14:00:00,LKO01,SKU006,4,4,0,0,45,180,0
ORD0000169,2026-08-01 14:00:00,LKO01,SKU007,9,9,0,0,20,180,0
ORD0000170,2026-08-01 14:00:00,LKO01,SKU008,4,4,0,0,14,56,0
ORD0000171,2026-08-01 14:00:00,LKO01,SKU009,6,6,0,0,30,180,0
ORD0000172,2026-08-01 14:00:00,LKO01,SKU010,3,3,0,0,40,120,0
ORD0000173,2026-08-01 14:00:00,LKO01,SKU011,3,3,0,0,110,330,0
ORD0000174,2026-08-01 14:00:00,LKO01,SKU012,6,6,0,0,20,120,0
ORD0000175,2026-08-01 14:00:00,LKO01,SKU013,1,1,0,0,130,130,0
ORD0000176,2026-08-01 14:00:00,LKO01,SKU016,1,1,0,0,1499,1499,0
ORD0000177,2026-08-01 15:00:00,LKO01,SKU001,16,0,16,1,27,0,432
ORD0000178,2026-08-01 15:00:00,LKO01,SKU002,1,1,0,0,58,58,0
ORD0000179,2026-08-01 15:00:00,LKO01,SKU003,5,5,0,0,48,240,0
ORD0000180,2026-08-01 15:00:00,LKO01,SKU004,6,6,0,0,22,132,0
ORD0000181,2026-08-01 15:00:00,LKO01,SKU005,11,6,5,1,35,210,175
ORD0000182,2026-08-01 15:00:00,LKO01,SKU006,10,10,0,0,45,450,0
ORD0000183,2026-08-01 15:00:00,LKO01,SKU007,3,3,0,0,20,60,0
ORD0000184,2026-08-01 15:00:00,LKO01,SKU008,1,1,0,0,14,14,0
ORD0000185,2026-08-01 15:00:00,LKO01,SKU009,1,1,0,0,30,30,0
ORD0000186,2026-08-01 15:00:00,LKO01,SKU010,4,4,0,0,40,160,0
ORD0000187,2026-08-01 15:00:00,LKO01,SKU011,2,2,0,0,110,220,0
ORD0000188,2026-08-01 15:00:00,LKO01,SKU013,1,1,0,0,130,130,0
ORD0000189,2026-08-01 15:00:00,LKO01,SKU014,3,3,0,0,55,165,0
ORD0000190,2026-08-01 15:00:00,LKO01,SKU015,1,1,0,0,65,65,0
ORD0000191,2026-08-01 16:00:00,LKO01,SKU001,8,0,8,1,27,0,216
ORD0000192,2026-08-01 16:00:00,LKO01,SKU002,7,7,0,0,58,406,0
ORD0000193,2026-08-01 16:00:00,LKO01,SKU003,4,4,0,0,48,192,0
ORD0000194,2026-08-01 16:00:00,LKO01,SKU004,9,9,0,0,22,198,0
ORD0000195,2026-08-01 16:00:00,LKO01,SKU005,16,0,16,1,35,0,560
ORD0000196,2026-08-01 16:00:00,LKO01,SKU006,7,7,0,0,45,315,0
ORD0000197,2026-08-01 16:00:00,LKO01,SKU007,5,5,0,0,20,100,0
ORD0000198,2026-08-01 16:00:00,LKO01,SKU008,2,2,0,0,14,28,0
ORD0000199,2026-08-01 16:00:00,LKO01,SKU009,5,5,0,0,30,150,0
ORD0000200,2026-08-01 16:00:00,LKO01,SKU010,11,11,0,0,40,440,0
ORD0000201,2026-08-01 16:00:00,LKO01,SKU011,1,1,0,0,110,110,0
ORD0000202,2026-08-01 16:00:00,LKO01,SKU012,7,7,0,0,20,140,0
ORD0000203,2026-08-01 16:00:00,LKO01,SKU013,1,1,0,0,130,130,0
ORD0000204,2026-08-01 16:00:00,LKO01,SKU014,3,3,0,0,55,165,0
ORD0000205,2026-08-01 16:00:00,LKO01,SKU015,2,2,0,0,65,130,0
ORD0000206,2026-08-01 17:00:00,LKO01,SKU001,16,0,16,1,27,0,432
ORD0000207,2026-08-01 17:00:00,LKO01,SKU002,3,3,0,0,58,174,0
ORD0000208,2026-08-01 17:00:00,LKO01,SKU003,4,4,0,0,48,192,0
ORD0000209,2026-08-01 17:00:00,LKO01,SKU004,10,10,0,0,22,220,0
ORD0000210,2026-08-01 17:00:00,LKO01,SKU005,16,0,16,1,35,0,560
ORD0000211,2026-08-01 17:00:00,LKO01,SKU006,12,12,0,0,45,540,0
ORD0000212,2026-08-01 17:00:00,LKO01,SKU007,9,9,0,0,20,180,0
ORD0000213,2026-08-01 17:00:00,LKO01,SKU008,14,4,10,1,14,56,140
ORD0000214,2026-08-01 17:00:00,LKO01,SKU009,2,2,0,0,30,60,0
ORD0000215,2026-08-01 17:00:00,LKO01,SKU010,9,9,0,0,40,360,0
ORD0000216,2026-08-01 17:00:00,LKO01,SKU011,1,1,0,0,110,110,0
ORD0000217,2026-08-01 17:00:00,LKO01,SKU012,13,7,6,1,20,140,120
ORD0000218,2026-08-01 17:00:00,LKO01,SKU013,5,5,0,0,130,650,0
ORD0000219,2026-08-01 17:00:00,LKO01,SKU014,1,1,0,0,55,55,0
ORD0000220,2026-08-01 17:00:00,LKO01,SKU015,1,1,0,0,65,65,0
ORD0000221,2026-08-01 17:00:00,LKO01,SKU018,1,1,0,0,40,40,0
ORD0000222,2026-08-01 18:00:00,LKO01,SKU001,17,0,17,1,27,0,459
ORD0000223,2026-08-01 18:00:00,LKO01,SKU002,3,3,0,0,58,174,0
ORD0000224,2026-08-01 18:00:00,LKO01,SKU003,10,10,0,0,48,480,0
ORD0000225,2026-08-01 18:00:00,LKO01,SKU004,23,3,20,1,22,66,440
ORD0000226,2026-08-01 18:00:00,LKO01,SKU005,25,0,25,1,35,0,875
ORD0000227,2026-08-01 18:00:00,LKO01,SKU006,17,17,0,0,45,765,0
ORD0000228,2026-08-01 18:00:00,LKO01,SKU007,8,8,0,0,20,160,0
ORD0000229,2026-08-01 18:00:00,LKO01,SKU008,12,0,12,1,14,0,168
ORD0000230,2026-08-01 18:00:00,LKO01,SKU009,7,7,0,0,30,210,0
ORD0000231,2026-08-01 18:00:00,LKO01,SKU010,7,7,0,0,40,280,0
ORD0000232,2026-08-01 18:00:00,LKO01,SKU011,4,4,0,0,110,440,0
ORD0000233,2026-08-01 18:00:00,LKO01,SKU012,17,0,17,1,20,0,340
ORD0000234,2026-08-01 18:00:00,LKO01,SKU013,9,9,0,0,130,1170,0
ORD0000235,2026-08-01 18:00:00,LKO01,SKU014,4,4,0,0,55,220,0
ORD0000236,2026-08-01 18:00:00,LKO01,SKU015,2,2,0,0,65,130,0
ORD0000237,2026-08-01 18:00:00,LKO01,SKU016,1,1,0,0,1499,1499,0
ORD0000238,2026-08-01 18:00:00,LKO01,SKU017,2,2,0,0,299,598,0
ORD0000239,2026-08-01 18:00:00,LKO01,SKU018,3,3,0,0,40,120,0
ORD0000240,2026-08-01 19:00:00,LKO01,SKU001,15,0,15,1,27,0,405
ORD0000241,2026-08-01 19:00:00,LKO01,SKU002,9,4,5,1,58,232,290
ORD0000242,2026-08-01 19:00:00,LKO01,SKU003,12,12,0,0,48,576,0
ORD0000243,2026-08-01 19:00:00,LKO01,SKU004,25,0,25,1,22,0,550
ORD0000244,2026-08-01 19:00:00,LKO01,SKU005,22,0,22,1,35,0,770
ORD0000245,2026-08-01 19:00:00,LKO01,SKU006,24,5,19,1,45,225,855
ORD0000246,2026-08-01 19:00:00,LKO01,SKU007,28,28,0,0,20,560,0
ORD0000247,2026-08-01 19:00:00,LKO01,SKU008,26,0,26,1,14,0,364
ORD0000248,2026-08-01 19:00:00,LKO01,SKU009,13,13,0,0,30,390,0
ORD0000249,2026-08-01 19:00:00,LKO01,SKU010,12,10,2,1,40,400,80
ORD0000250,2026-08-01 19:00:00,LKO01,SKU011,9,9,0,0,110,990,0
ORD0000251,2026-08-01 19:00:00,LKO01,SKU012,8,0,8,1,20,0,160
ORD0000252,2026-08-01 19:00:00,LKO01,SKU013,5,5,0,0,130,650,0
ORD0000253,2026-08-01 19:00:00,LKO01,SKU014,4,4,0,0,55,220,0
ORD0000254,2026-08-01 19:00:00,LKO01,SKU015,4,4,0,0,65,260,0
ORD0000255,2026-08-01 19:00:00,LKO01,SKU016,1,1,0,0,1499,1499,0
ORD0000256,2026-08-01 19:00:00,LKO01,SKU017,3,3,0,0,299,897,0
ORD0000257,2026-08-01 19:00:00,LKO01,SKU018,3,3,0,0,40,120,0
ORD0000258,2026-08-01 20:00:00,LKO01,SKU001,28,0,28,1,27,0,756
ORD0000259,2026-08-01 20:00:00,LKO01,SKU002,13,0,13,1,58,0,754
ORD0000260,2026-08-01 20:00:00,LKO01,SKU003,14,14,0,0,48,672,0
ORD0000261,2026-08-01 20:00:00,LKO01,SKU004,32,0,32,1,22,0,704
ORD0000262,2026-08-01 20:00:00,LKO01,SKU005,32,0,32,1,35,0,1120
ORD0000263,2026-08-01 20:00:00,LKO01,SKU006,21,0,21,1,45,0,945
ORD0000264,2026-08-01 20:00:00,LKO01,SKU007,15,12,3,1,20,240,60
ORD0000265,2026-08-01 20:00:00,LKO01,SKU008,24,0,24,1,14,0,336
ORD0000266,2026-08-01 20:00:00,LKO01,SKU009,7,6,1,1,30,180,30
ORD0000267,2026-08-01 20:00:00,LKO01,SKU010,9,0,9,1,40,0,360
ORD0000268,2026-08-01 20:00:00,LKO01,SKU011,5,5,0,0,110,550,0
ORD0000269,2026-08-01 20:00:00,LKO01,SKU012,14,0,14,1,20,0,280
ORD0000270,2026-08-01 20:00:00,LKO01,SKU013,4,4,0,0,130,520,0
ORD0000271,2026-08-01 20:00:00,LKO01,SKU014,5,5,0,0,55,275,0
ORD0000272,2026-08-01 20:00:00,LKO01,SKU015,5,5,0,0,65,325,0
ORD0000273,2026-08-01 20:00:00,LKO01,SKU017,4,4,0,0,299,1196,0
ORD0000274,2026-08-01 20:00:00,LKO01,SKU018,6,6,0,0,40,240,0
ORD0000275,2026-08-01 21:00:00,LKO01,SKU001,24,0,24,1,27,0,648
ORD0000276,2026-08-01 21:00:00,LKO01,SKU002,11,0,11,1,58,0,638
ORD0000277,2026-08-01 21:00:00,LKO01,SKU003,14,14,0,0,48,672,0
ORD0000278,2026-08-01 21:00:00,LKO01,SKU004,21,0,21,1,22,0,462
ORD0000279,2026-08-01 21:00:00,LKO01,SKU005,24,0,24,1,35,0,840
ORD0000280,2026-08-01 21:00:00,LKO01,SKU006,25,0,25,1,45,0,1125
ORD0000281,2026-08-01 21:00:00,LKO01,SKU007,14,0,14,1,20,0,280
ORD0000282,2026-08-01 21:00:00,LKO01,SKU008,17,0,17,1,14,0,238
ORD0000283,2026-08-01 21:00:00,LKO01,SKU009,10,0,10,1,30,0,300
ORD0000284,2026-08-01 21:00:00,LKO01,SKU010,14,0,14,1,40,0,560
ORD0000285,2026-08-01 21:00:00,LKO01,SKU011,9,9,0,0,110,990,0
ORD0000286,2026-08-01 21:00:00,LKO01,SKU012,15,0,15,1,20,0,300
ORD0000287,2026-08-01 21:00:00,LKO01,SKU013,9,9,0,0,130,1170,0
ORD0000288,2026-08-01 21:00:00,LKO01,SKU014,5,5,0,0,55,275,0
ORD0000289,2026-08-01 21:00:00,LKO01,SKU015,5,5,0,0,65,325,0
ORD0000290,2026-08-01 21:00:00,LKO01,SKU016,1,1,0,0,1499,1499,0
ORD0000291,2026-08-01 21:00:00,LKO01,SKU017,5,5,0,0,299,1495,0
ORD0000292,2026-08-01 21:00:00,LKO01,SKU018,2,2,0,0,40,80,0
ORD0000293,2026-08-01 22:00:00,LKO01,SKU001,13,0,13,1,27,0,351
ORD0000294,2026-08-01 22:00:00,LKO01,SKU002,5,0,5,1,58,0,290
ORD0000295,2026-08-01 22:00:00,LKO01,SKU003,2,2,0,0,48,96,0
ORD0000296,2026-08-01 22:00:00,LKO01,SKU004,16,0,16,1,22,0,352
ORD0000297,2026-08-01 22:00:00,LKO01,SKU005,14,0,14,1,35,0,490
ORD0000298,2026-08-01 22:00:00,LKO01,SKU006,11,0,11,1,45,0,495
ORD0000299,2026-08-01 22:00:00,LKO01,SKU007,13,0,13,1,20,0,260
ORD0000300,2026-08-01 22:00:00,LKO01,SKU008,11,0,11,1,14,0,154
ORD0000301,2026-08-01 22:00:00,LKO01,SKU009,3,0,3,1,30,0,90
ORD0000302,2026-08-01 22:00:00,LKO01,SKU010,5,0,5,1,40,0,200
ORD0000303,2026-08-01 22:00:00,LKO01,SKU011,5,5,0,0,110,550,0
ORD0000304,2026-08-01 22:00:00,LKO01,SKU012,11,0,11,1,20,0,220
ORD0000305,2026-08-01 22:00:00,LKO01,SKU013,4,4,0,0,130,520,0
ORD0000306,2026-08-01 22:00:00,LKO01,SKU014,3,3,0,0,55,165,0
ORD0000307,2026-08-01 22:00:00,LKO01,SKU015,1,1,0,0,65,65,0
ORD0000308,2026-08-01 23:00:00,LKO01,SKU001,8,0,8,1,27,0,216
ORD0000309,2026-08-01 23:00:00,LKO01,SKU002,1,0,1,1,58,0,58
ORD0000310,2026-08-01 23:00:00,LKO01,SKU003,2,2,0,0,48,96,0
ORD0000311,2026-08-01 23:00:00,LKO01,SKU004,6,0,6,1,22,0,132
ORD0000312,2026-08-01 23:00:00,LKO01,SKU005,5,0,5,1,35,0,175
ORD0000313,2026-08-01 23:00:00,LKO01,SKU006,5,0,5,1,45,0,225
ORD0000314,2026-08-01 23:00:00,LKO01,SKU007,2,0,2,1,20,0,40
