date,store_id,sku_id,opening_stock
2026-08-17,LKO01,SKU005,41
2026-08-17,LKO01,SKU006,23
2026-08-17,LKO01,SKU007,34
2026-08-17,LKO01,SKU008,23
2026-08-17,LKO01,SKU009,31
2026-08-17,LKO01,SKU010,41
2026-08-17,LKO01,SKU011,39
2026-08-17,LKO01,SKU012,15
2026-08-17,LKO01,SKU013,37
2026-08-17,LKO01,SKU014,22
2026-08-17,LKO01,SKU015,60
2026-08-17,LKO01,SKU016,506
2026-08-17,LKO01,SKU017,314
2026-08-17,LKO01,SKU018,439
2026-08-18,LKO01,SKU001,18
2026-08-18,LKO01,SKU002,22
2026-08-18,LKO01,SKU003,42
2026-08-18,LKO01,SKU004,27
2026-08-18,LKO01,SKU005,38
2026-08-18,LKO01,SKU006,28
2026-08-18,LKO01,SKU007,32
2026-08-18,LKO01,SKU008,37
2026-08-18,LKO01,SKU009,43
2026-08-18,LKO01,SKU010,31
2026-08-18,LKO01,SKU011,32
2026-08-18,LKO01,SKU012,28
2026-08-18,LKO01,SKU013,39
2026-08-18,LKO01,SKU014,25
2026-08-18,LKO01,SKU015,62
2026-08-18,LKO01,SKU016,524
2026-08-18,LKO01,SKU017,341
2026-08-18,LKO01,SKU018,465
2026-08-19,LKO01,SKU001,39
2026-08-19,LKO01,SKU002,18
2026-08-19,LKO01,SKU003,28
2026-08-19,LKO01,SKU004,34
2026-08-19,LKO01,SKU005,38
2026-08-19,LKO01,SKU006,34
2026-08-19,LKO01,SKU007,21
2026-08-19,LKO01,SKU008,18
2026-08-19,LKO01,SKU009,41
2026-08-19,LKO01,SKU010,31
2026-08-19,LKO01,SKU011,40
2026-08-19,LKO01,SKU012,23
2026-08-19,LKO01,SKU013,18
2026-08-19,LKO01,SKU014,19
2026-08-19,LKO01,SKU015,67
2026-08-19,LKO01,SKU016,543
2026-08-19,LKO01,SKU017,348
2026-08-19,LKO01,SKU018,495
2026-08-20,LKO01,SKU001,22
2026-08-20,LKO01,SKU002,25
2026-08-20,LKO01,SKU003,30
2026-08-20,LKO01,SKU004,40
2026-08-20,LKO01,SKU005,17
2026-08-20,LKO01,SKU006,29
2026-08-20,LKO01,SKU007,27
2026-08-20,LKO01,SKU008,25
2026-08-20,LKO01,SKU009,28
2026-08-20,LKO01,SKU010,21
2026-08-20,LKO01,SKU011,33
2026-08-20,LKO01,SKU012,29
2026-08-20,LKO01,SKU013,20
2026-08-20,LKO01,SKU014,34
2026-08-20,LKO01,SKU015,78
2026-08-20,LKO01,SKU016,560
2026-08-20,LKO01,SKU017,368
2026-08-20,LKO01,SKU018,510
2026-08-21,LKO01,SKU001,33
2026-08-21,LKO01,SKU002,20
2026-08-21,LKO01,SKU003,25
2026-08-21,LKO01,SKU004,44
2026-08-21,LKO01,SKU005,32
2026-08-21,LKO01,SKU006,28
2026-08-21,LKO01,SKU007,30
2026-08-21,LKO01,SKU008,15
2026-08-21,LKO01,SKU009,38
2026-08-21,LKO01,SKU010,41
2026-08-21,LKO01,SKU011,24
2026-08-21,LKO01,SKU012,39
2026-08-21,LKO01,SKU013,24
2026-08-21,LKO01,SKU014,27
2026-08-21,LKO01,SKU015,95
2026-08-21,LKO01,SKU016,565
2026-08-21,LKO01,SKU017,365
2026-08-21,LKO01,SKU018,527
2026-08-22,LKO01,SKU001,23
2026-08-22,LKO01,SKU002,44
2026-08-22,LKO01,SKU003,22
2026-08-22,LKO01,SKU004,24
2026-08-22,LKO01,SKU005,16
2026-08-22,LKO01,SKU006,24
2026-08-22,LKO01,SKU007,25
2026-08-22,LKO01,SKU008,37
2026-08-22,LKO01,SKU009,25
2026-08-22,LKO01,SKU010,19
2026-08-22,LKO01,SKU011,28
2026-08-22,LKO01,SKU012,37
2026-08-22,LKO01,SKU013,17
2026-08-22,LKO01,SKU014,34
2026-08-22,LKO01,SKU015,111
2026-08-22,LKO01,SKU016,576
2026-08-22,LKO01,SKU017,383
2026-08-22,LKO01,SKU018,528
2026-08-23,LKO01,SKU001,22
2026-08-23,LKO01,SKU002,32
2026-08-23,LKO01,SKU003,39
2026-08-23,LKO01,SKU004,16
2026-08-23,LKO01,SKU005,30
2026-08-23,LKO01,SKU006,22
2026-08-23,LKO01,SKU007,30
2026-08-23,LKO01,SKU008,22
2026-08-23,LKO01,SKU009,37
2026-08-23,LKO01,SKU010,44
2026-08-23,LKO01,SKU011,27
2026-08-23,LKO01,SKU012,40
2026-08-23,LKO01,SKU013,20
2026-08-23,LKO01,SKU014,19
2026-08-23,LKO01,SKU015,91
2026-08-23,LKO01,SKU016,586
2026-08-23,LKO01,SKU017,386
2026-08-23,LKO01,SKU018,554
2026-08-24,LKO01,SKU001,18
2026-08-24,LKO01,SKU002,27
2026-08-24,LKO01,SKU003,43
2026-08-24,LKO01,SKU004,19
2026-08-24,LKO01,SKU005,40
2026-08-24,LKO01,SKU006,25
2026-08-24,LKO01,SKU007,30
2026-08-24,LKO01,SKU008,34
2026-08-24,LKO01,SKU009,32
2026-08-24,LKO01,SKU010,42
2026-08-24,LKO01,SKU011,29
2026-08-24,LKO01,SKU012,39
2026-08-24,LKO01,SKU013,15
2026-08-24,LKO01,SKU014,22
2026-08-24,LKO01,SKU015,85
2026-08-24,LKO01,SKU016,600
2026-08-24,LKO01,SKU017,398
2026-08-24,LKO01,SKU018,560
2026-08-25,LKO01,SKU001,34
2026-08-25,LKO01,SKU002,17
2026-08-25,LKO01,SKU003,15
2026-08-25,LKO01,SKU004,38
2026-08-25,LKO01,SKU005,32
2026-08-25,LKO01,SKU006,25
2026-08-25,LKO01,SKU007,38
2026-08-25,LKO01,SKU008,26
2026-08-25,LKO01,SKU009,15
2026-08-25,LKO01,SKU010,20
2026-08-25,LKO01,SKU011,30
2026-08-25,LKO01,SKU012,34
2026-08-25,LKO01,SKU013,17
2026-08-25,LKO01,SKU014,31
2026-08-25,LKO01,SKU015,98
2026-08-25,LKO01,SKU016,625
2026-08-25,LKO01,SKU017,401
2026-08-25,LKO01,SKU018,584
2026-08-26,LKO01,SKU001,44
2026-08-26,LKO01,SKU002,35
2026-08-26,LKO01,SKU003,40
2026-08-26,LKO01,SKU004,25
2026-08-26,LKO01,SKU005,17
2026-08-26,LKO01,SKU006,20
2026-08-26,LKO01,SKU007,31
2026-08-26,LKO01,SKU008,21
2026-08-26,LKO01,SKU009,20
2026-08-26,LKO01,SKU010,35
2026-08-26,LKO01,SKU011,27
2026-08-26,LKO01,SKU012,28
2026-08-26,LKO01,SKU013,33
2026-08-26,LKO01,SKU014,22
2026-08-26,LKO01,SKU015,101
2026-08-26,LKO01,SKU016,655
2026-08-26,LKO01,SKU017,409
2026-08-26,LKO01,SKU018,611
2026-08-27,LKO01,SKU001,19
2026-08-27,LKO01,SKU002,16
2026-08-27,LKO01,SKU003,31
2026-08-27,LKO01,SKU004,31
2026-08-27,LKO01,SKU005,34
2026-08-27,LKO01,SKU006,29
2026-08-27,LKO01,SKU007,18
2026-08-27,LKO01,SKU008,36
2026-08-27,LKO01,SKU009,25
2026-08-27,LKO01,SKU010,37
2026-08-27,LKO01,SKU011,15
2026-08-27,LKO01,SKU012,24
2026-08-27,LKO01,SKU013,32
2026-08-27,LKO01,SKU014,29
2026-08-27,LKO01,SKU015,113
2026-08-27,LKO01,SKU016,690
2026-08-27,LKO01,SKU017,410
2026-08-27,LKO01,SKU018,622
2026-08-28,LKO01,SKU001,23
2026-08-28,LKO01,SKU002,18
2026-08-28,LKO01,SKU003,21
2026-08-28,LKO01,SKU004,19
2026-08-28,LKO01,SKU005,21
2026-08-28,LKO01,SKU006,42
2026-08-28,LKO01,SKU007,22
2026-08-28,LKO01,SKU008,28
2026-08-28,LKO01,SKU009,38
2026-08-28,LKO01,SKU010,24
2026-08-28,LKO01,SKU011,20
2026-08-28,LKO01,SKU012,19
2026-08-28,LKO01,SKU013,29
2026-08-28,LKO01,SKU014,30
2026-08-28,LKO01,SKU015,127
2026-08-28,LKO01,SKU016,700
2026-08-28,LKO01,SKU017,437
2026-08-28,LKO01,SKU018,641
2026-08-29,LKO01,SKU001,44
2026-08-29,LKO01,SKU002,42
2026-08-29,LKO01,SKU003,23
2026-08-29,LKO01,SKU004,26
2026-08-29,LKO01,SKU005,39
2026-08-29,LKO01,SKU006,19
2026-08-29,LKO01,SKU007,35
2026-08-29,LKO01,SKU008,33
2026-08-29,LKO01,SKU009,21
2026-08-29,LKO01,SKU010,21
2026-08-29,LKO01,SKU011,33
2026-08-29,LKO01,SKU012,22
2026-08-29,LKO01,SKU013,20
2026-08-29,LKO01,SKU014,18
2026-08-29,LKO01,SKU015,145
2026-08-29,LKO01,SKU016,712
2026-08-29,LKO01,SKU017,439
2026-08-29,LKO01,SKU018,664
2026-08-30,LKO01,SKU001,26
2026-08-30,LKO01,SKU002,23
2026-08-30,LKO01,SKU003,38
2026-08-30,LKO01,SKU004,22
2026-08-30,LKO01,SKU005,23
2026-08-30,LKO01,SKU006,35
2026-08-30,LKO01,SKU007,27
2026-08-30,LKO01,SKU008,41
2026-08-30,LKO01,SKU009,43
2026-08-30,LKO01,SKU010,23
2026-08-30,LKO01,SKU011,20
2026-08-30,LKO01,SKU012,43
2026-08-30,LKO01,SKU013,44
2026-08-30,LKO01,SKU014,20
2026-08-30,LKO01,SKU015,146
2026-08-30,LKO01,SKU016,729
2026-08-30,LKO01,SKU017,440
2026-08-30,LKO01,SKU018,694
2026-08-01,LKO02,SKU001,107
2026-08-01,LKO02,SKU002,100
2026-08-01,LKO02,SKU003,118
2026-08-01,LKO02,SKU004,115
2026-08-01,LKO02,SKU005,130
2026-08-01,LKO02,SKU006,92
2026-08-01,LKO02,SKU007,120
2026-08-01,LKO02,SKU008,89
2026-08-01,LKO02,SKU009,83
2026-08-01,LKO02,SKU010,105
2026-08-01,LKO02,SKU011,80
2026-08-01,LKO02,SKU012,73
2026-08-01,LKO02,SKU013,123
2026-08-01,LKO02,SKU014,103
2026-08-01,LKO02,SKU015,134
2026-08-01,LKO02,SKU016,94
2026-08-01,LKO02,SKU017,85
2026-08-01,LKO02,SKU018,94
2026-08-02,LKO02,SKU001,38
2026-08-02,LKO02,SKU002,43
2026-08-02,LKO02,SKU003,27
2026-08-02,LKO02,SKU004,23
2026-08-02,LKO02,SKU005,32
2026-08-02,LKO02,SKU006,44
2026-08-02,LKO02,SKU007,28
2026-08-02,LKO02,SKU008,38
2026-08-02,LKO02,SKU009,20
2026-08-02,LKO02,SKU010,34
2026-08-02,LKO02,SKU011,28
2026-08-02,LKO02,SKU012,18
2026-08-02,LKO02,SKU013,99
2026-08-02,LKO02,SKU014,79
2026-08-02,LKO02,SKU015,141
2026-08-02,LKO02,SKU016,106
2026-08-02,LKO02,SKU017,76
2026-08-02,LKO02,SKU018,102
2026-08-03,LKO02,SKU001,32
2026-08-03,LKO02,SKU002,18
2026-08-03,LKO02,SKU003,30
2026-08-03,LKO02,SKU004,32
2026-08-03,LKO02,SKU005,33
2026-08-03,LKO02,SKU006,30
2026-08-03,LKO02,SKU007,35
2026-08-03,LKO02,SKU008,17
2026-08-03,LKO02,SKU009,31
2026-08-03,LKO02,SKU010,41
2026-08-03,LKO02,SKU011,17
2026-08-03,LKO02,SKU012,27
2026-08-03,LKO02,SKU013,59
2026-08-03,LKO02,SKU014,73
2026-08-03,LKO02,SKU015,128
2026-08-03,LKO02,SKU016,131
2026-08-03,LKO02,SKU017,78
2026-08-03,LKO02,SKU018,106
2026-08-04,LKO02,SKU001,30
2026-08-04,LKO02,SKU002,15
2026-08-04,LKO02,SKU003,20
2026-08-04,LKO02,SKU004,27
2026-08-04,LKO02,SKU005,15
2026-08-04,LKO02,SKU006,27
2026-08-04,LKO02,SKU007,19
2026-08-04,LKO02,SKU008,17
2026-08-04,LKO02,SKU009,26
2026-08-04,LKO02,SKU010,40
2026-08-04,LKO02,SKU011,24
2026-08-04,LKO02,SKU012,23
2026-08-04,LKO02,SKU013,39
2026-08-04,LKO02,SKU014,68
2026-08-04,LKO02,SKU015,120
2026-08-04,LKO02,SKU016,147
2026-08-04,LKO02,SKU017,95
2026-08-04,LKO02,SKU018,118
2026-08-05,LKO02,SKU001,27
2026-08-05,LKO02,SKU002,33
2026-08-05,LKO02,SKU003,17
2026-08-05,LKO02,SKU004,34
2026-08-05,LKO02,SKU005,44
2026-08-05,LKO02,SKU006,32
2026-08-05,LKO02,SKU007,26
2026-08-05,LKO02,SKU008,26
2026-08-05,LKO02,SKU009,35
2026-08-05,LKO02,SKU010,26
2026-08-05,LKO02,SKU011,44
2026-08-05,LKO02,SKU012,38
2026-08-05,LKO02,SKU013,45
2026-08-05,LKO02,SKU014,81
2026-08-05,LKO02,SKU015,114
2026-08-05,LKO02,SKU016,165
2026-08-05,LKO02,SKU017,96
2026-08-05,LKO02,SKU018,140
2026-08-06,LKO02,SKU001,22
2026-08-06,LKO02,SKU002,20
2026-08-06,LKO02,SKU003,39
2026-08-06,LKO02,SKU004,18
2026-08-06,LKO02,SKU005,42
2026-08-06,LKO02,SKU006,19
2026-08-06,LKO02,SKU007,39
2026-08-06,LKO02,SKU008,39
2026-08-06,LKO02,SKU009,32
2026-08-06,LKO02,SKU010,16
2026-08-06,LKO02,SKU011,41
2026-08-06,LKO02,SKU012,36
2026-08-06,LKO02,SKU013,52
2026-08-06,LKO02,SKU014,85
2026-08-06,LKO02,SKU015,126
2026-08-06,LKO02,SKU016,196
2026-08-06,LKO02,SKU017,100
2026-08-06,LKO02,SKU018,147
2026-08-07,LKO02,SKU001,18
2026-08-07,LKO02,SKU002,41
2026-08-07,LKO02,SKU003,32
2026-08-07,LKO02,SKU004,41
2026-08-07,LKO02,SKU005,32
2026-08-07,LKO02,SKU006,22
2026-08-07,LKO02,SKU007,16
2026-08-07,LKO02,SKU008,30
2026-08-07,LKO02,SKU009,28
2026-08-07,LKO02,SKU010,40
2026-08-07,LKO02,SKU011,37
2026-08-07,LKO02,SKU012,15
2026-08-07,LKO02,SKU013,36
2026-08-07,LKO02,SKU014,76
2026-08-07,LKO02,SKU015,135
2026-08-07,LKO02,SKU016,209
2026-08-07,LKO02,SKU017,120
2026-08-07,LKO02,SKU018,159
2026-08-08,LKO02,SKU001,15
2026-08-08,LKO02,SKU002,34
2026-08-08,LKO02,SKU003,19
2026-08-08,LKO02,SKU004,27
2026-08-08,LKO02,SKU005,40
2026-08-08,LKO02,SKU006,34
2026-08-08,LKO02,SKU007,27
2026-08-08,LKO02,SKU008,37
2026-08-08,LKO02,SKU009,43
2026-08-08,LKO02,SKU010,32
2026-08-08,LKO02,SKU011,16
2026-08-08,LKO02,SKU012,41
2026-08-08,LKO02,SKU013,32
2026-08-08,LKO02,SKU014,69
2026-08-08,LKO02,SKU015,121
2026-08-08,LKO02,SKU016,238
2026-08-08,LKO02,SKU017,146
2026-08-08,LKO02,SKU018,173
2026-08-09,LKO02,SKU001,41
2026-08-09,LKO02,SKU002,37
2026-08-09,LKO02,SKU003,44
2026-08-09,LKO02,SKU004,18
2026-08-09,LKO02,SKU005,39
2026-08-09,LKO02,SKU006,39
2026-08-09,LKO02,SKU007,30
2026-08-09,LKO02,SKU008,20
2026-08-09,LKO02,SKU009,24
2026-08-09,LKO02,SKU010,43
2026-08-09,LKO02,SKU011,35
2026-08-09,LKO02,SKU012,21
2026-08-09,LKO02,SKU013,19
2026-08-09,LKO02,SKU014,68
2026-08-09,LKO02,SKU015,121
2026-08-09,LKO02,SKU016,258
2026-08-09,LKO02,SKU017,161
2026-08-09,LKO02,SKU018,194
2026-08-10,LKO02,SKU001,28
2026-08-10,LKO02,SKU002,21
2026-08-10,LKO02,SKU003,43
2026-08-10,LKO02,SKU004,30
2026-08-10,LKO02,SKU005,37
2026-08-10,LKO02,SKU006,22
2026-08-10,LKO02,SKU007,43
2026-08-10,LKO02,SKU008,41
2026-08-10,LKO02,SKU009,25
2026-08-10,LKO02,SKU010,15
2026-08-10,LKO02,SKU011,31
2026-08-10,LKO02,SKU012,21
2026-08-10,LKO02,SKU013,32
2026-08-10,LKO02,SKU014,59
2026-08-10,LKO02,SKU015,122
2026-08-10,LKO02,SKU016,291
2026-08-10,LKO02,SKU017,179
2026-08-10,LKO02,SKU018,211
2026-08-11,LKO02,SKU001,43
2026-08-11,LKO02,SKU002,34
2026-08-11,LKO02,SKU003,32
2026-08-11,LKO02,SKU004,35
2026-08-11,LKO02,SKU005,22
2026-08-11,LKO02,SKU006,15
2026-08-11,LKO02,SKU007,20
2026-08-11,LKO02,SKU008,32
2026-08-11,LKO02,SKU009,16
2026-08-11,LKO02,SKU010,22
2026-08-11,LKO02,SKU011,20
2026-08-11,LKO02,SKU012,20
2026-08-11,LKO02,SKU013,36
2026-08-11,LKO02,SKU014,67
2026-08-11,LKO02,SKU015,121
